keys,en,it,es,pt_BR,fr,nl,ar,ru,de,zh
TRIO_FIRST_DIALOGUE_93,I'll go north while you take the east path.,"Andrò a nord, mentre tu andrai ad est.",Iré hacia el norte mientras tú tomas el camino al este.,Eu irei para o norte enquanto você segue para o leste.,,Ik zal noord gaan en dan nemen jullie het pad naar het oosten.,,,,我要往北边去了，你去调查东边的情报。
TRIO_FIRST_DIALOGUE_94,Then it is settled.,Allora è deciso.,Entonces está decidido.,Então está decidido.,,Dan is dat geregeld.,,,,好的，决定了。
TRIO_FIRST_DIALOGUE_95,"I will depart immediately.
May good fortune bless your journey, Hector.","Parto subito.
Che la buona sorte sia dalla tua parte, Hector.","Partiré inmediatamente.
Que la buena fortuna bendiga tu jornada, Héctor.","Partirei imediatamente.
Que a boa sorte abençoe sua jornada, Hector.",,"Ik zal meteen vertrekken.
Moge goed lot je reis zegenen, Hector",,,,"我先走一步。
祝你一路顺风，海克特。"
TRIO_FIRST_DIALOGUE_96,"You as well, Belmont.","Anche a te, Belmont.","Tú también, Belmont.","A você também, Belmont.",,"Jou ook, Belmont.",,,,你也保重，贝尔蒙特。
TRIO_FIRST_DIALOGUE_97,"You know, speaking for so long without sitting on a chair vexes me so.","Sai, detesto parlare per così tanto tempo senza potermi sedere.","Sabes, odio hablar durante tanto tiempo sin poder sentarme en una silla.","Sabe, ficar falando por tanto tempo sem sentar em uma cadeira me irrita profundamente.",,"Weet je, zo lang spreken zonder op een stoel te zitten ergert me zo.",,,,你知道吗，站着讲话这么长时间我都快烦死了。
TRIO_FIRST_DIALOGUE_98,*giggles*,*ridacchia*,*risilla*,*risinhos*,,*giechelt*,,,,*暗笑*
TRIO_FIRST_DIALOGUE_99,Then perhaps your first quest is to find a chair to bring here when there's small talk to do.,Allora forse la prima cosa che dovresti fare è trovare una sedia e portarla qui.,Entonces quizás lo primero que deberías hacer es buscar una silla y traerla aquí para charlas.,Então talvez sua primeira missão seja encontrar uma cadeira e trazer para cá para quando precisarmos conversar um pouco.,,Dan zal misschien je eerste missie zijn een stoel te vinden voor wanneer er kletspraat is.,,,,那你得先找到把椅子，这样要聊天的时候才好搬过来。
TRIO_FIRST_DIALOGUE_100,"As wise as ever, Julia.","Saggia come sempre, Julia.","Tan sabia como siempre, Julia.","Sábia como sempre, Julia.",,"Je bent zo wijs als altijd, Julia.",,,,哈哈，茱莉亚，你还是那么幽默。
TRIO_FIRST_DIALOGUE_101,Let's get to work.,Ora di metterci al lavoro.,Manos a la obra.,Vamos ao trabalho.,,Laten we te werk gaan.,,,,咱们忙正事吧。
FOUNTAIN_MONOLOGUE_1,"What a beautiful fountain...
I wish Julia were here to gaze our eyes upon this beauty.","Che splendida fontana...
Quanto vorrei che Julia fosse qui con me ad ammirarla.","Que fuente tan espléndida…
Cómo me gustaría que Julia estuviera aquí conmigo para admirarla.","Que fonte mais bela...
Gostaria que Julia estivesse aqui para apreciarmos esta beleza.",,"Wat een prachtige fontein...
Ik wens dat Julia hier was om haar ogen op deze pracht te richten.",,"Какой красивый фонтан...
Вот бы Джулия была здесь и мы могли полюбоваться этой красотой.",,"好美的喷泉...
如果茱莉亚也能看到这美景就好了。"
FOUNTAIN_MONOLOGUE_2,"Although it seems like it's missing some pieces.
I wonder where I can find them...","Però pare che siano venuti a mancare alcuni pezzi da inserire.
Forse li posso trovare da qualche parte...","Pero parece que le faltan algunas piezas.
Quizás pueda encontrarlas en algún sitio...","Mas parece que faltam algumas peças.
Talvez eu consiga achá-las em algum lugar...",,"Hoewel het lijkt dat er stukjes missen.
Ik vraag me af waar ik ze kan vinden...",,"Кажется, в нём не хватает некоторых фрагментов.
Интересно, где я могу их найти?..",,"不过好像它上面缺少了什么东西。
我不太清楚在哪里能找到它们..."
TUTORIAL_BOX_CONTINUE,[right]Press [[Cross]] to continue.[/right],[right]Premi [[Cross]] per continuare.[/right],[right]Presiona [[Cross]] para continuar.[/right],[right]Pressione [[Cross]] para continuar.[/right],[right]Appuyez sur [[Cross]] pour continuer.[/right],[right]Druk [[Cross]] om verder te gaan.[/right],,[right]Нажмите [[Cross]] чтобы продолжить.[/right],,
GUARDING,GUARDING,PARARE,GUARDIA,DEFESA,PARER,VERDEDIGEND,,БЛОКИРОВАНИЕ,,防御
GUARDING_DESC,"By holding [[R1]] down, Hector can block incoming attacks, negating most, if not
all damage.

If the blocked attack's base damage is high, some chip damage will still be taken.
Hector can only block a couple blows at a time, after which he will suffer a guard
break, leaving him vulnerable.","Tenendo premuto [[R1]], Hector può parare attacchi
nemici, riducendo o negando i danni subiti.

Se l'attacco parato è molto potente, vengono subiti dei danni in parata.
Hector può parare solo un paio di attacchi alla volta,
dopo i quali la sua guardia verrà spezzata,
lasciandolo vulnerabile.","Al mantener [[R1]] presionado, Héctor puede bloquear ataques entrantes, negando
la mayoría, si no todo el daño.

Si el daño base del ataque bloqueado es alto, se recibirá un poco de daño por astillado.
Héctor solo puede bloquear un par de golpes a la vez, después de lo cual su guardia se
romperá, dejándolo vulnerable.","Ao segurar [[R1]], Hector pode bloquear ataques recebidos,
anulando a maior parte, se não todo o dano.

Se o dano base do ataque bloqueado for alto, algum dano residual
ainda será recebido. Hector só pode bloquear alguns golpes por vez,
após os quais sofrerá uma quebra de guarda, o que o deixará vulnerável.","En maintenant [[R1]], Hector peut bloquer les attaques, neutralisant la plupart, et parfois la totalité des dégâts. 

Si les dégâts de base de l'attaque sont élevés, vous subirez des dégats de grattage.
Hector ne peut parer que quelques coups à la fois, après quoi sa garde se brisera, le laissant vulnerable.","Door [[R1]] ingedrukt te houden, kan Hector inkomende aanvallen blokkeren, meeste, als niet alle
aanvalsschade.

Als de geblokkeerde aanvals basis aanvalsschade hoog is, zal mini aanvalsschade nog steeds gekregen zijn.
Hector kan alleen een paar slagen opvangen tegelijk, daarna zal hij een verdedegingsbreuk lijden, die hem
kwetsbaar zal maken.",,"Удерживая нажатой кнопку [[R1]], Гектор может блокировать входящие атаки, сводя на нет большую часть,
если не весь урон.

Если базовый урон от заблокированной атаки высок, некоторое количество урона всё равно будет нанесено.
Гектор может блокировать только пару ударов за раз, после чего блок будет пробит, делая его уязвимым.",,"当按下 [[R1]] 键后，海克特可以防御敌人的攻击，化解大部分伤害。

但如果要防御的攻击基础伤害过高，则仍会产生一定量的磨血伤害。
海克特只能防御一定次数的攻击，如果承受的攻击次数过多则会被破防，进入无防备状态。
"
GUARD_HEALTH,GUARD HEALTH AND COMBO BREAKS,DURATA DELLA GUARDIA ED EVITARE COMBO,AGUANTE DE GUARDIA Y ROMPIDA DE COMBOS,SAÚDE DA DEFESA E QUEBRAS DE COMBO,RESISTANCE ET INTERRUPTION DE COMBO,VERDEDIGINGS GEZONDHEID EN COMBO BREUKEN,,ПРОЧНОСТЬ БЛОКА И ПРЕРЫВАНИЕ КОМБО,,防御生命值与防御破坏
GUARD_HEALTH_DESC,"Guard health represents how many hits Hector
can block before suffering from a guard break.

The two orbs beneath the MP gauge represent
remaining Guard health, which recovers over
time.

Enemies can juggle Hector if they surround him.
To minimize damage taken, quickly guard the attacks.","La durata della guardia indica quanti colpi può ancora
parare Hector, prima di farsi spezzare la guardia.

I due globi gialli sotto la barra dei PM indicano quanti
colpi può ancora parare, e si ripristinano col tempo.

I nemici possono colpire Hector ripetutamente se lo circondano.
Per evitare di ricevere danni ripetuti, è possibile parare
immediatamente dopo aver subito un colpo.","El Aguante de Guardia representa cuantos golpes Héctor
podrá bloquear antes de que su guardia se rompa.

Dos orbes debajo del medidor de PM representan
el aguante de guardia restante.

Los enemigos pueden golpear continuamente a Héctor
si lo rodean. Para minimizar el daño recibido, rápidamente
bloquea los ataques.","A saúde da defesa representa quantos golpes Hector
consegue bloquear antes de sofrer uma quebra de guarda.

Os dois orbes abaixo do medidor de PM representam
a saúde restante da defesa, que se recupera ao longo
do tempo.

Inimigos podem atingir Hector repetidamente se o cercarem.
Para minimizar o dano, use a defesa rapidamente.","La résistance représente les coups que Hector peut parer avant que sa garde ne se brise.

Les deux orbes sous la jauge de PM représente ce qui reste de résistance, et reviennent avec le temps.

Les ennemies peuvent encercler Hector et ainsi l'enchainer plus facilement. Pour minimiser les dégats, parez vite les attaques.","Verdedigings gezondheid stelt voor hoe veel slagen Hector
kan blokkeren voordat hij een verdedigingsbreuk lijd.

De twee orbs onder de MP bar stelt de overblijvende
Verdedigings gezondheid voor, die zal herstellen na verloop
van tijd.

Vijanden zullen Hector jongleren als ze hem omringen.
Om aanvalsschade te minimaliseren, moet je snel de aanvallen verdedigen.",,"Прочность Блока показывает то, сколько ударов
может отразить Гектор, прежде чем блок будет пробит.

Две сферы под индикатором ОМ показывают
оставшуюся Прочность Блока, которая восстанавливается со
временем.

Враги могут жонглировать Гектором, если окружат его.
Чтобы свести к минимуму получаемый урон, блокируйте атаки.",,"防御生命值是指海克特在被敌人破防之前所能承受的伤害值。

在MP下方显示的2个珠子代表剩余的防御生命值，会随时间自动恢复。

如果海克特被复数敌人包围，敌人会对海克特形成连段。
若想在这种情况下减少所受的伤害，需要尽快进行防御。"
RELICS,RELICS,RELIQUIE,RELIQUIA,RELÍQUIAS,RELIQUES,RELIEKEN,,РЕЛИКВИИ,,魔导器
RELICS_DESC,"Relics are powerful items that
allow Hector to trigger special effects, 
at the cost of some MP.

Press [[Circle]] while guarding to activate the
currently equipped relic.","Le Reliquie sono oggetti potenti che permettono ad
Hector di attivare degli effetti speciali, consumando però i PM.

Premere [[Circle]] mentre si sta parando per attivare la 
reliquia equipaggiata.","Las reliquias son objetos poderosos que
le permiten a Héctor accionar efectos especiales,
al costo de un poco de PM.

Presiona [[Circle]] con la guardia levantada para
activar la reliquia equipada.","Relíquias são itens poderosos que
permitem que Hector acione efeitos especiais
ao custo de PM.

Pressione [[Circle]] enquanto estiver em guarda para ativar a
relíquia equipada no momento.","Les reliques sont des objets puissants premettant à Hector d'activer des effets spéciaux au prix de quelques PM.

Appuyez sur [[Circle]] en levant la garde pour activer la relique dont vous êtes équipé.","Relieken zijn krachtige items
die Hector speciale effecten laten
gebruiken, met kosten van wat MP.

Druk [[Circle]] tijdens verdedigen om het
om het huidig aangedaan reliek te activeren.",,"Реликвии - мощные предметы, которые
позволяют Гектору активировать специальные эффекты,
за счет некоторого количества ОМ.

Нажмите [[Circle]] во время блока, чтобы активировать
экипированную в данный момент реликвию.",,"魔导器是可以帮助海克特的冒险，会发动特殊功效的道具，通常会消耗一定量的魔力。

在防御动作中按 [[Circle]] 键来激活当前已装备的魔导器。"
RED_SPARK,RED SPARK ATTACK,ATTACCO CON SCINTILLA ROSSA,ATAQUES DE DESTELLO ROJO,ATAQUE DE CENTELHA VERMELHA,ATTACKS A LUEUR ROUGE,AANVALLEN MET RODE FLITS,,КРАСНЫЕ АТАКИ,,红光攻击
RED_SPARK_DESC,"When an enemy glows red, the attack they're going to
unleash will instantly break Hector's guard, dealing
increased damage.

Dodge this kind of attack to avoid taking damage.","Quando un nemico brilla di rosso, l'attacco che stanno
per fare romperà immediatamente la guardia di Hector,
incrementando di conseguenza i danni subiti.

Per evitare questo tipo di attacchi, Hector deve schivarli completamente.","Cuando el enemigo brilla rojo, el ataque que desatará
romperá instantáneamente la guardia de Héctor,
infligiendo daño mayor.

Esquiva este tipo de ataque para evitar recibir daño.","Quando um inimigo brilha em vermelho, o ataque que ele vai
desferir quebrará instantaneamente a guarda de Hector, causando
dano aumentado.

Desvie desse tipo de ataque para não sofrer dano.","Quand un ennemi brille en rouge, leur attaque va instantanément briser la garde d'Hector, infligeant plus de dégats.

Mieux vaut esquiver pour ne pas prendre de dégats.","Wanneer een vijand rood gloeit, zal de aanval die ze
gaan doen meteen Hector's verdediging breken,
waardoor er meer aanvalsschade wordt gedaan.

Ontwijk dit soort aanvallen om aanvalsschade te voorkomen.",,"Когда враг загорается красным, атака, которую он собирается
нанести, мгновенно пробьёт блок Гектора, нанося
ему повышенный урон.

Уклоняйтесь от такого рода атак, чтобы избежать получения урона.",,"当敌人身上闪烁红光时，该敌人即将要发动的攻击会无条件将海克特的防御破坏，并导致大量伤害。

在这种情况下，需要尽快回避以避免受伤。"
PERFECT_GUARD,PERFECT GUARD,PARATA PERFETTA,GUARDIA PERFECTA,DEFESA PERFEITA,PARADE PARFAITE,PERFECTE VERDEDIGING,,ИДЕАЛЬНЫЙ БЛОК,,完美防御
PERFECT_GUARD_DESC,"Platinum Arm is a skill that allows Hector to perfect guard attacks.
Upon guarding right before an enemy attack, Hector will restore
some MP and Hearts depending on the strength of the blocked attack.

Perfect guarding Red Spark attacks will increase MP restoration.","Il Guanto di Platino permette ad Hector di parare perfettamente gli attacchi.
Parando non appena il nemico sta per attaccare,
Hector recupererà un po' di PM e Cuori, anche in base
a quanto è potente l'attacco.

Parare perfettamente attacchi con scintilla rossa conferisce ancora più PM.","El Brazo de Platino es una habilidad que le permite usar la Guardia Perfecta.
Al bloquear justamente antes de un ataque enemigo, Héctor restaurará
un poco de PM y corazones dependiendo de la fuerza del ataque bloqueado.

La Guardia Perfecta aumentará los PM restaurados al bloquear ataques de destello rojo.","O Braço de Platina é uma habilidade que permite a Hector
realizar uma Defesa Perfeita.
Ao defender imediatamente antes de um ataque inimigo, Hector restaurará
alguns PM e Corações, dependendo da força do ataque bloqueado.

A Defesa Perfeita de ataques de Centelha Vermelha restaura ainda mais PM.","Le Bras de Platine permet à Hector de parer parfaitement les attaques,
En levant la garde juste avant une attaque ennemie, Hector récupere des PM et des coeurs en fonction de la force de l'attaque parée.

Parer parfaitement des attaques à Lueur Rouge redonne plus de PM.","Platinum Arm is een vaardigheid die Hector perfecte verdedigingsaanvallen laat doen.
Wanneer je verdedigt net voor een vijandelijke aanval, zal Hector een beetje MP en
Harten herstellen afhankelijk van de kracht van de geblokkeerde aanval.

Perfect verdedigde Rode Flits aanvallen zullen MP herstelling verhogen.",,"Платиновая Рука - навык, позволяющий Гектору блокировать в совершенстве.
При блокировании в мгновение перед атакой противника, Гектор восстанавливает
некоторое количество ОМ и Сердец в зависимости от силы заблокированной атаки.

Идеальное блокирование Красных Атак ускоряет восстановление ОМ.",,"“白金护腕”是一项可以让海克特完美防御敌人攻击的技能。
如果在准确的时机进行防御的话，海克特可以根据被完美防御的攻击的攻击力，恢复一定量的魔力和心数。

如果完美防御了敌人的红光攻击，可以恢复更多魔力。"
